# k	pk0	pk1	pk2	pk3	pk4	Nmodes	pk0err	pk1err	pk2err	pk3err	pk4err
0.0	52712.592592593515	NaN	NaN	NaN	NaN	1.0	NaN	NaN	NaN	NaN	NaN
0.002672746339979227	23520.62984684262	1.1535911880182628e-12	61971.78004756341	2.24614154272742e-12	-4258.941457680127	18.0	NaN	NaN	NaN	NaN	NaN
0.004672183071752521	29725.91303893793	-2.7443878839381293e-13	21339.82286962915	-2.6747436270888993e-13	-14160.894324848792	62.0	NaN	NaN	NaN	NaN	NaN
0.006564167585221056	26581.137736622106	4.652894211832533e-14	27089.351638610737	2.8578343563989904e-13	3940.482319157278	98.0	NaN	NaN	NaN	NaN	NaN
0.008504458441081823	42183.53724511903	-1.4392957822579995e-12	24122.780036815013	1.0617435236590448e-12	-10823.088652804023	210.0	NaN	NaN	NaN	NaN	NaN
0.010676353141326825	34718.63209064733	-3.534060414696718e-14	18886.162636903035	1.1224650384656761e-13	18663.130423105824	350.0	NaN	NaN	NaN	NaN	NaN
0.012821736464951864	39341.81362132041	-5.883231800910466e-13	44919.83725226399	6.219289126024374e-14	31783.210433527893	450.0	NaN	NaN	NaN	NaN	NaN
0.014811024481278072	45476.26494183575	7.700607297038216e-14	37901.77947295395	-9.882845193377584e-14	1439.2502168118585	602.0	NaN	NaN	NaN	NaN	NaN
0.01680768479659022	42255.79544257755	1.7172322692895784e-13	8261.063454140543	4.566120034672467e-13	-16170.848373674653	762.0	NaN	NaN	NaN	NaN	NaN
0.018969752078038634	44436.79920210074	-1.8497124864096993e-13	26633.685152336464	-3.7780913915149904e-14	-27485.85211357257	1142.0	NaN	NaN	NaN	NaN	NaN
0.021139474258468342	43110.62634773391	-8.152410619147979e-14	25203.20288444104	1.2503454965491167e-13	-12874.48316586445	1250.0	NaN	NaN	NaN	NaN	NaN
0.02316662612605558	45046.539937125635	4.652488995815193e-13	25352.136462998453	-2.5701551027405483e-13	-18926.08837138634	1458.0	NaN	NaN	NaN	NaN	NaN
0.025193761228453515	40884.76190531552	2.902362967791612e-14	21908.45562820062	-1.400165353419839e-13	-10068.80405072207	1814.0	NaN	NaN	NaN	NaN	NaN
