# k	pk0	pk1	pk2	pk3	pk4	Nmodes	pk0err	pk1err	pk2err	pk3err	pk4err
0.0	86045.92592592686	NaN	NaN	NaN	NaN	1.0	NaN	NaN	NaN	NaN	NaN
0.002672746339979227	56888.7881607873	3.6912657351635216e-12	61970.82298480814	2.1788090326258127e-13	-4272.723161355818	18.0	NaN	NaN	NaN	NaN	NaN
0.004672183071752521	63160.445409044485	1.5438948163113148e-12	21340.00292230614	-7.286046353858998e-13	-14163.512754274003	62.0	NaN	NaN	NaN	NaN	NaN
0.006564167585221056	60112.85320433792	-3.518798514473201e-13	27088.88141362034	8.65030748886194e-13	3946.8295394519932	98.0	NaN	NaN	NaN	NaN	NaN
0.008504458441081823	75851.28155717443	-2.887721322106915e-12	24123.525894262068	3.1876963738409844e-12	-10802.770577432699	210.0	NaN	NaN	NaN	NaN	NaN
0.010676353141326825	68579.70128447794	-3.974397716214724e-14	18885.216662421768	3.7800330719137465e-13	18690.207073759586	350.0	NaN	NaN	NaN	NaN	NaN
0.012821736464951864	73438.14154270313	2.4017928082417013e-12	44920.45767585556	1.148953584223442e-13	31804.18786585879	450.0	NaN	NaN	NaN	NaN	NaN
0.014811024481278072	79831.33659779417	-1.660122426059764e-13	37901.7826924309	-7.432160537599424e-14	1459.7267703410448	602.0	NaN	NaN	NaN	NaN	NaN
0.01680768479659022	76910.21925344263	8.681859923598942e-13	8260.319288043043	7.233989869856754e-13	-16145.676487778926	762.0	NaN	NaN	NaN	NaN	NaN
0.018969752078038634	79462.83242056683	-2.8945018112269213e-13	26633.828580751495	-7.916741353467147e-13	-27480.906521850608	1142.0	NaN	NaN	NaN	NaN	NaN
0.021139474258468342	78558.17817406633	-3.5606264742691795e-13	25203.078605641163	9.409100949289749e-14	-12870.363695311604	1250.0	NaN	NaN	NaN	NaN	NaN
0.02316662612605558	80935.06650260508	1.0201707959291959e-13	25352.640995852766	-5.348431570720033e-13	-18887.97530341852	1458.0	NaN	NaN	NaN	NaN	NaN
0.025193761228453515	77261.88578942097	2.0584060826936803e-13	21908.436295079304	4.886802662839515e-14	-10042.362221579022	1814.0	NaN	NaN	NaN	NaN	NaN
