# k	pk0	pk1	pk2	pk3	pk4	Nmodes	pk0err	pk1err	pk2err	pk3err	pk4err
0.0	86045.92592592686	NaN	NaN	NaN	NaN	1.0	NaN	NaN	NaN	NaN	NaN
0.002672746339979227	56473.38452009993	1.5432098765432092e-12	77834.42483876678	0.0	30597.953710205347	18.0	NaN	NaN	NaN	NaN	NaN
0.004672183071752521	63231.5167992093	1.9041218637992823e-12	20103.28058071344	5.227001194743128e-13	-12554.911736440015	62.0	NaN	NaN	NaN	NaN	NaN
0.006564167585221056	60217.82326846985	-1.4172335600907024e-13	29253.877801777715	-1.6534391534391527e-13	22818.36274584451	98.0	NaN	NaN	NaN	NaN	NaN
0.008504458441081823	75793.5566723465	-9.879298941798938e-13	24857.003565467785	1.6444830246913574e-12	-9458.621231471114	210.0	NaN	NaN	NaN	NaN	NaN
0.010676353141326825	68711.69919598287	1.1904761904761902e-13	19893.01779403177	9.259259259259255e-14	23148.365728395485	350.0	NaN	NaN	NaN	NaN	NaN
0.012821736464951864	73348.38445134288	2.292631172839505e-12	43660.66160472353	-6.098894032921809e-13	30035.024534196302	450.0	NaN	NaN	NaN	NaN	NaN
0.014811024481278072	79828.74064055055	-2.0187338501291982e-13	37728.22968939257	1.4972276055124886e-13	134.99364906506142	602.0	NaN	NaN	NaN	NaN	NaN
0.01680768479659022	76816.06472215375	5.923738699329248e-13	7899.70802286939	2.977058423252648e-13	-12040.287464465011	762.0	NaN	NaN	NaN	NaN	NaN
0.018969752078038634	79807.18042911193	-2.4323798404358815e-14	26546.957499462354	-5.95933060906791e-13	-37489.5045441177	1142.0	NaN	NaN	NaN	NaN	NaN
0.021139474258468342	78388.64842237715	-3.7829861111111096e-13	25655.30231694623	-1.1990740740740736e-13	-2259.3036987670303	1250.0	NaN	NaN	NaN	NaN	NaN
0.02316662612605558	80858.9074007687	-8.335238530711778e-15	25868.134332665184	-1.5559111923995321e-13	-16955.207197348776	1458.0	NaN	NaN	NaN	NaN	NaN
0.025193761228453515	77363.86672276392	-9.211725162317771e-14	21329.18944405032	7.257722855159457e-14	-16976.228017193735	1814.0	NaN	NaN	NaN	NaN	NaN
