# k	pk0	pk1	pk2	pk3	pk4	Nmodes	pk0err	pk1err	pk2err	pk3err	pk4err
0.08379118810226291	11997.130061225615	5.478437009214411e-14	3626.563244030235	7.527667036414687e-14	254.7452231520404	20234.0	NaN	NaN	NaN	NaN	NaN
0.08590228751037517	8832.820724783533	-7.689070189070186e-15	3915.676620093229	-6.043339376672707e-15	-1531.441993051333	21450.0	NaN	NaN	NaN	NaN	NaN
0.08800675061496373	10105.115719682772	-1.7193523662082984e-14	5335.941891920541	9.775934526640286e-15	2640.159239924366	21962.0	NaN	NaN	NaN	NaN	NaN
0.09009653920482735	12068.17134111803	3.2836045757205494e-16	1174.1421065153895	-5.052434571111046e-14	3153.5015905656096	23462.0	NaN	NaN	NaN	NaN	NaN
0.09218711218652552	10283.734705659022	7.542500854985254e-14	-1483.217040721834	-6.647077105805578e-14	313.10402890637033	24042.0	NaN	NaN	NaN	NaN	NaN
0.09428989135945491	8712.530264174422	1.686194403761658e-14	1758.7555077235972	3.5597437412746113e-14	-1498.6407507461881	25946.0	NaN	NaN	NaN	NaN	NaN
0.09638281571351456	9032.654031342556	-2.4877080302218128e-14	4500.273787094736	-1.0818289430022713e-13	4219.87022281243	26118.0	NaN	NaN	NaN	NaN	NaN
0.09845070847210079	10753.101375740684	3.12195142271989e-14	-4401.133312781016	-1.1862942024770348e-13	-2165.525552288926	27506.0	NaN	NaN	NaN	NaN	NaN
0.10053577780376487	8083.0854655778985	8.872886037141521e-14	2590.3507585256466	-2.445941994082432e-14	1858.5485065457683	29066.0	NaN	NaN	NaN	NaN	NaN
0.10264601037098249	10552.412348751328	1.3940202517788717e-14	-3969.230493818709	-4.257130693912301e-15	3981.927324330719	30450.0	NaN	NaN	NaN	NaN	NaN
0.10475860326097716	10197.191032851746	1.0255208661500006e-14	-1073.5503013745406	-1.2506796696513785e-14	1563.2874855497985	31742.0	NaN	NaN	NaN	NaN	NaN
0.10684869229362234	6486.246216379803	5.3079242032730385e-14	6533.13954606868	3.416594889463105e-14	12907.978045536349	32250.0	NaN	NaN	NaN	NaN	NaN
0.10893752493866628	8033.9867887944	1.94140308191403e-14	4023.5891789730395	7.096512570965123e-14	-7017.107883111574	34250.0	NaN	NaN	NaN	NaN	NaN
0.1110411892736213	8773.100074905915	-3.036015368897412e-14	6232.080731655757	-3.222093730216931e-14	5486.480571807417	35454.0	NaN	NaN	NaN	NaN	NaN
0.11313480595029494	9679.146673796662	-5.746692649722783e-14	2714.962888049579	2.8241071119975426e-14	6489.224868117484	36434.0	NaN	NaN	NaN	NaN	NaN
0.1152129706138257	9003.854233784026	-8.458945915821875e-14	-3576.173310536952	-3.2250883121325225e-16	2173.6300551545505	37682.0	NaN	NaN	NaN	NaN	NaN
0.11729351893921021	10370.599676978121	-2.8287910085226455e-14	-2678.5701368171917	5.190719203195661e-14	4425.627921118298	39294.0	NaN	NaN	NaN	NaN	NaN
0.11940098780082176	10712.796788447924	-4.859317417402917e-14	-1293.9737823251442	1.2690313137571495e-13	619.8390546504953	41426.0	NaN	NaN	NaN	NaN	NaN
0.12150384743993768	11047.98464198083	4.015680385848691e-14	-6030.165400258034	9.052133243879544e-14	9529.574893566933	42066.0	NaN	NaN	NaN	NaN	NaN
0.12358793676777693	9874.413822095477	-1.1305280907488306e-13	2404.529169543127	-1.4828866576394736e-13	6923.972602731518	43490.0	NaN	NaN	NaN	NaN	NaN
0.12568460921496086	9516.727865684114	-3.0390111786987186e-14	4634.375170609387	5.495545214813516e-14	15207.468687547253	45702.0	NaN	NaN	NaN	NaN	NaN
0.1277861902311609	11987.244062269021	1.2583213011012466e-14	-3453.7677728892068	-6.098018613029118e-14	4346.23561623531	46634.0	NaN	NaN	NaN	NaN	NaN
0.12988369935931685	9857.35014125851	1.6197601296151358e-14	1122.6364151666428	-1.5134447480392194e-13	-2911.958637665561	48554.0	NaN	NaN	NaN	NaN	NaN
0.1319589070411333	12342.5090675091	4.547211422595091e-14	121.71854289281755	2.863085358737087e-13	10151.12508640191	48870.0	NaN	NaN	NaN	NaN	NaN
